Date,Q
10/08/80,4.18499
11/08/80,3.55308
12/08/80,3.43099
13/08/80,3.35704
14/08/80,3.21262
15/08/80,5.3099
16/08/80,4.7096
17/08/80,3.28367
18/08/80,3.0421
19/08/80,2.68328
20/08/80,2.63155
21/08/80,3.82394
22/08/80,5.95544
23/08/80,3.51654
24/08/80,4.90564
25/08/80,10.3025
26/08/80,6.67812
27/08/80,4.78993
28/08/80,3.7207
29/08/80,3.3466
30/08/80,2.93016
31/08/80,2.52912
1/09/80,2.83115
2/09/80,3.10967
3/09/80,2.65109
4/09/80,2.28427
5/09/80,1.99978
6/09/80,1.90333
7/09/80,1.80151
8/09/80,1.69128
9/09/80,1.83297
10/09/80,2.76556
11/09/80,2.93103
12/09/80,2.2504
13/09/80,1.93952
14/09/80,1.84048
15/09/80,1.89669
16/09/80,2.98294
17/09/80,2.22561
18/09/80,9.90611
19/09/80,6.04476
20/09/80,3.50523
21/09/80,3.02673
22/09/80,2.95075
23/09/80,2.39569
24/09/80,2.10598
25/09/80,1.77526
26/09/80,1.60445
27/09/80,1.5932
28/09/80,1.60106
29/09/80,1.43272
30/09/80,1.25181
1/10/80,1.21446
2/10/80,1.17467
3/10/80,1.13523
4/10/80,1.09661
5/10/80,1.06189
6/10/80,12.4459
7/10/80,14.6496
8/10/80,4.79747
9/10/80,3.94748
10/10/80,2.91711
11/10/80,3.09604
12/10/80,179.649
13/10/80,253.016
14/10/80,38.9412
15/10/80,15.2369
16/10/80,8.73161
17/10/80,6.119
18/10/80,4.7589
19/10/80,3.78914
20/10/80,3.29875
21/10/80,3.4452
22/10/80,2.43919
23/10/80,2.01411
24/10/80,2.62728
25/10/80,2.42086
26/10/80,2.0561
27/10/80,1.66579
28/10/80,1.37037
29/10/80,1.55869
30/10/80,1.6387
31/10/80,1.75203
1/11/80,2.28308
2/11/80,2.32858
3/11/80,1.98514
4/11/80,1.60947
5/11/80,2.31014
6/11/80,106.746
7/11/80,64.815
8/11/80,20.2684
9/11/80,9.512
10/11/80,5.93833
11/11/80,4.21399
12/11/80,3.05399
13/11/80,2.32139
14/11/80,1.90545
15/11/80,1.60411
16/11/80,1.4462
17/11/80,1.27965
18/11/80,1.21339
19/11/80,1.60071
20/11/80,1.63064
21/11/80,1.32803
22/11/80,1.22687
23/11/80,1.15365
24/11/80,1.10043
25/11/80,1.11305
26/11/80,0.996353
27/11/80,0.885225
28/11/80,0.817075
29/11/80,0.763889
30/11/80,0.769921
1/12/80,0.739036
2/12/80,0.750955
3/12/80,1.37451
4/12/80,1.66286
5/12/80,1.4395
6/12/80,1.19144
7/12/80,0.98774
8/12/80,0.789351
9/12/80,0.662302
10/12/80,0.599633
11/12/80,0.57536
12/12/80,0.58783
13/12/80,0.588033
14/12/80,0.664448
15/12/80,0.730046
16/12/80,0.778157
17/12/80,0.784885
18/12/80,0.860546
19/12/80,0.854456
20/12/80,0.765716
21/12/80,0.620513
22/12/80,0.540647
23/12/80,0.505383
24/12/80,0.509153
25/12/80,0.476267
26/12/80,0.45153
27/12/80,0.481197
28/12/80,0.480907
29/12/80,0.49184
30/12/80,0.452719
31/12/80,0.439408
1/01/81,0.391094
2/01/81,0.334428
3/01/81,0.369228
4/01/81,0.383032
5/01/81,0.328744
6/01/81,0.344984
7/01/81,0.313722
8/01/81,0.370707
9/01/81,0.454749
10/01/81,0.64235
11/01/81,0.528119
12/01/81,0.489578
13/01/81,0.46023
14/01/81,0.408494
15/01/81,0.305399
16/01/81,0.360412
17/01/81,0.345709
18/01/81,0.271211
