"Date","Decade","Station","Flow","Rain","MaxT","gridRain"
1972-11-11,"70_80","COTT",3.72603923076923,0,170.4,9.52655130624771
1972-11-18,"70_80","COTT",3.57331307692308,0,152.7,16.7144354064949
1972-11-25,"70_80","COTT",3.2514,0,176.6,6.52572232484818
1972-12-02,"70_80","COTT",2.77076,0,167,10.5274367332458
1972-12-09,"70_80","COTT",1.9097,0,177.2,1.58689911663532
1972-12-16,"70_80","COTT",1.46953,0,221.2,4.01668643951416
1972-12-23,"70_80","COTT",1.18024,0,236.9,0
1972-12-30,"70_80","COTT",0.98593,0,194.4,4.11652493476868
1973-01-06,"70_80","COTT",0.24894,0,62.8,0
1973-01-08,"70_80","COTT",0.760026153846154,0,226.7,0
1973-01-15,"70_80","COTT",0.815627692307692,0,199.6,23.1968028843403
1973-01-22,"70_80","COTT",0.739623076923077,0,224.8,0
1973-01-29,"70_80","COTT",0.618847384615385,0,228.6,21.8512405306101
1973-02-05,"70_80","COTT",1.02268,0,232.4,44.6478152275085
1973-02-12,"70_80","COTT",5.78398153846154,0,175.9,71.7189387083054
1973-02-19,"70_80","COTT",1.99263,0,171.7,11.8819723129272
1973-02-26,"70_80","COTT",2.10352,0,189.8,27.3525801897049
1973-03-05,"70_80","COTT",1.75907,0,176.8,8.61956381797791
1973-03-12,"70_80","COTT",1.37336,0,177.3,7.4371018409729
1973-03-19,"70_80","COTT",1.17967,0,179,5.62160277366638
1973-03-26,"70_80","COTT",1.5967,0,146.4,18.7638817429543
1973-04-02,"70_80","COTT",3.49889,0,146.4,42.5216273069382
1973-04-09,"70_80","COTT",2.3044,0,178.3,3.03121189959347
1973-04-16,"70_80","COTT",1.70288,0,158.4,0
1973-04-23,"70_80","COTT",1.71211,0,136.3,17.4691198170185
1973-04-30,"70_80","COTT",1.64312,0,150.7,9.3230437040329
1973-05-07,"70_80","COTT",3.43003,0,120.4,50.1005444526672
1973-05-14,"70_80","COTT",2.1801,0,123.3,0.97764790058136
1973-05-21,"70_80","COTT",1.94186,0,95.4,7.91638432443142
1973-05-28,"70_80","COTT",1.66066,0,114.1,0.301147177815437
1973-06-04,"70_80","COTT",1.65827,0,106.3,16.3980921208858
1973-06-11,"70_80","COTT",1.64719,0,70.6,5.25327505171299
1973-06-18,"70_80","COTT",2.93336,0,79.9,30.832592010498
1973-06-25,"70_80","COTT",3.02437,0,100,26.3255293369293
1973-07-02,"70_80","COTT",6.77762923076923,0,87.9,50.4026511609554
1973-07-09,"70_80","COTT",8.88973846153846,0,85.8,2.49921708554029
1973-07-16,"70_80","COTT",5.26313615384615,0,96,3.06667840108275
1973-07-23,"70_80","COTT",5.64462230769231,0,86.3,27.4102330207825
1973-07-30,"70_80","COTT",5.20255,0,95.7,16.3567045927048
1973-08-06,"70_80","COTT",5.03545307692308,0,93.2,14.9727601408958
1973-08-13,"70_80","COTT",5.93945769230769,0,90.7,17.6093809083104
1973-08-20,"70_80","COTT",5.37663692307692,0,87.4,14.2516015768051
1973-08-27,"70_80","COTT",4.95295307692308,0,94.8,10.2166847102344
1973-09-03,"70_80","COTT",17.1072769230769,0,91.8,87.9315941333771
1973-09-10,"70_80","COTT",24.9595,0,101.8,25.3118268251419
1973-09-17,"70_80","COTT",16.3437,0,125,35.1250788271427
1973-09-24,"70_80","COTT",10.4658,0,113.9,2.11746574565768
1973-10-01,"70_80","COTT",8.07256153846154,0,146.2,14.0710263904184
1973-10-08,"70_80","COTT",7.8551,0,113.6,37.2306151688099
1973-10-15,"70_80","COTT",27.3381,0,122.5,74.8115655779839
1973-10-22,"70_80","COTT",21.2324,0,157.9,27.9094764888287
1973-10-29,"70_80","COTT",17.5487,0,138.5,43.5808730125427
1973-11-05,"70_80","COTT",18.5412,0,139.8,29.9796648025513
1973-11-12,"70_80","COTT",33.5813153846154,0,149.1,49.0022617578506
1973-11-19,"70_80","COTT",14.9946,0,155.3,8.84285497665405
1973-11-26,"70_80","COTT",8.6275,0,173.5,11.6832988262177
1973-12-03,"70_80","COTT",8.83636153846154,0,159.6,42.573294043541
1973-12-10,"70_80","COTT",6.27543076923077,0,157,10.8997662067413
1973-12-17,"70_80","COTT",4.94108769230769,0,190,30.5946788787842
1973-12-24,"70_80","COTT",5.41068076923077,0,177.6,10.3887593448162
1973-12-31,"70_80","COTT",3.584,0,197.2,3.16283893585205
1974-01-07,"70_80","COTT",0.814538461538462,0,24.3,22.4623928070068
1974-01-08,"70_80","COTT",3.58523,15.8,188.8,13.9894946217537
1974-01-15,"70_80","COTT",9.76928,97.8,165.8,79.0238888263702
1974-01-22,"70_80","COTT",6.83674615384615,10.4,194.6,13.3570477962494
1974-01-29,"70_80","COTT",4.59226,17,186.4,6.2779079079628
1974-02-05,"70_80","COTT",3.21832,6.8,194.8,5.69412267208099
1974-02-12,"70_80","COTT",2.32578,0,185.8,0
1974-02-19,"70_80","COTT",1.94104,6.4,191.5,5.93766188621521
1974-02-26,"70_80","COTT",4.19958846153846,55.2,171.9,56.483247756958
1974-03-05,"70_80","COTT",1.91648,0,195.3,0
1974-03-12,"70_80","COTT",1.56761,6.8,185.1,10.3644020855427
1974-03-19,"70_80","COTT",2.10113,24,155.5,16.5326936244965
1974-03-26,"70_80","COTT",1.95268,37.4,154.6,20.3545362027362
1974-04-02,"70_80","COTT",1.95473,10.6,156.5,13.0105413003766
1974-04-09,"70_80","COTT",2.57116,23.2,140.3,24.2052919864655
1974-04-16,"70_80","COTT",41.2455538461538,184.6,131.3,174.091814994812
1974-04-23,"70_80","COTT",16.6936,38.2,138.7,26.734094619751
1974-04-30,"70_80","COTT",24.8513,64.2,135,56.4629709720612
1974-05-07,"70_80","COTT",23.7177,15.4,118.2,17.8252366632223
1974-05-14,"70_80","COTT",15.9001,20.8,133.6,10.5470035970211
1974-05-21,"70_80","COTT",14.3279,28.2,111.9,24.9233686923981
1974-05-28,"70_80","COTT",12.7019,30,88.1,31.2351009845734
1974-06-04,"70_80","COTT",10.0577,1.6,110.8,1.81315968930721
1974-06-11,"70_80","COTT",8.1972,4.6,101.6,6.70349025819451
1974-06-18,"70_80","COTT",7.5707,0,82,2.95564031042159
1974-06-25,"70_80","COTT",6.87862307692308,0,74.2,0.818940012250096
1974-07-02,"70_80","COTT",8.45176923076923,64,78.3,46.2690893411636
1974-07-09,"70_80","COTT",10.3373,12.8,71.9,13.857529759407
1974-07-16,"70_80","COTT",8.3055,10,70.1,11.7394787073135
1974-07-23,"70_80","COTT",30.1529,113,89.6,92.4349884986877
1974-07-30,"70_80","COTT",27.5503,26.2,86,25.2083361733239
1974-08-06,"70_80","COTT",20.4338,52,76.6,40.2551398724318
1974-08-13,"70_80","COTT",16.2373,16,81.7,13.8304251655936
1974-08-20,"70_80","COTT",14.2058,22,84,20.1397495865822
1974-08-27,"70_80","COTT",12.0121,17.8,91,2.68781596422195
1974-09-03,"70_80","COTT",132.066307692308,361.4,85,141.737688064575
1974-09-10,"70_80","COTT",52.6539461538461,60.8,102.7,40.1347304526716
1974-09-17,"70_80","COTT",34.5685,32.2,102.8,30.186450958252
1974-09-24,"70_80","COTT",24.0189,8.8,99.5,6.65768039226532
1974-10-01,"70_80","COTT",19.1201,16.8,97.7,18.9124542474747
1974-10-08,"70_80","COTT",32.4949230769231,98.6,122.9,82.1728492975235
1974-10-15,"70_80","COTT",29.9134,19,117.8,13.0410602092743
1974-10-22,"70_80","COTT",34.3424,74,114.7,75.5635261535645
1974-10-29,"70_80","COTT",28.1856,23.2,139.9,20.0891213417053
1974-11-05,"70_80","COTT",21.0698,43.4,128.2,32.7236348986626
1974-11-12,"70_80","COTT",14.898,0,151.4,3.0650372505188
1974-11-19,"70_80","COTT",12.1736,16.6,149.9,12.7960738539696
1974-11-26,"70_80","COTT",8.8103,6.2,159.2,3.68913459777832
