"year","Station","flow","rain"
1974,"MURR",752.955403773585,1370.1126428768
1975,"MURR",655.067159433962,1202.34751064517
1976,"MURR",442.975289622642,894.294777655974
1977,"MURR",571.896390566038,1011.81859086244
1978,"MURR",459.370761320755,1296.73156890646
1979,"MURR",401.417324528302,947.190134301782
1980,"MURR",419.951477358491,1090.56347458065
1981,"MURR",540.141277358491,1098.11783329956
1982,"MURR",285.240086792453,700.500366620719
1983,"MURR",377.939212264151,1145.92059093644
1984,"MURR",539.647424528302,1111.80194523651
1985,"MURR",450.85495,1047.20195078477
1986,"MURR",638.385566981132,1143.53398871608
1987,"MURR",541.599720754717,1008.29491331382
1988,"MURR",482.376276415094,1207.87751694582
1989,"MURR",678.773568867924,1346.38713731596
1990,"MURR",547.451204716981,1123.84224840961
1991,"MURR",502.826355660377,1141.33027553675
1992,"MURR",669.436433018868,1380.42929989472
1993,"MURR",669.691811320755,1386.36220935767
1994,"MURR",485.016364150943,822.328177428804
1995,"MURR",511.262791509434,1153.74298556044
1996,"MURR",959.757563207547,1409.85685840878
1997,"MURR",342.342543396226,719.296156994998
1998,"MURR",349.171231132075,891.840804530308
1999,"MURR",323.722719811321,1001.6790105612
2000,"MURR",488.447173584906,1135.6465835555
2001,"MURR",386.289297169811,948.352148760576
2002,"MURR",283.587783018868,814.991314827232
2003,"MURR",351.228069811321,1125.10025007417
2004,"MURR",439.324566981132,1073.8096180521
2005,"MURR",395.361880188679,1061.87346571265
2006,"MURR",205.309428301887,594.637172048911
2007,"MURR",182.147023584906,857.130514219985
2008,"MURR",195.401152830189,854.775230795494
2009,"MURR",249.438069811321,787.26976175094
2010,"MURR",487.727433018868,1397.49446620035
1970,"SOUT",1861.63852,1758.95701807179
1971,"SOUT",1680.91894,1455.43574869353
1972,"SOUT",1052.58782,940.308999685134
1973,"SOUT",1235.883349,1562.54299588921
1974,"SOUT",1964.448626,1654.76254572958
1975,"SOUT",1498.47329,1485.67302600155
1976,"SOUT",1676.1508,1449.36153033748
1977,"SOUT",1371.70998,1275.30576507933
1978,"SOUT",1875.824479,1725.81104577333
1979,"SOUT",971.65242,1175.27913039271
1980,"SOUT",1238.492394,1428.20143676759
1981,"SOUT",1134.050049,1295.76983238384
1982,"SOUT",843.602629,958.982982004527
1983,"SOUT",1410.07591,1412.45232459158
1984,"SOUT",1515.18474,1471.00117990869
1985,"SOUT",1561.41163,1580.78789806738
1986,"SOUT",1361.194369,1415.32883912651
1987,"SOUT",1439.13771,1286.6670701215
1988,"SOUT",1314.213594,1404.83859176654
1989,"SOUT",1420.66844,1335.13737527397
1990,"SOUT",1603.191736,1563.57755368056
1991,"SOUT",1556.952647,1370.55952395312
1992,"SOUT",1690.65807,1497.47805250529
1993,"SOUT",1444.53492,1450.77085903939
1994,"SOUT",1301.1761,1144.38354198309
1995,"SOUT",1739.20005,1311.44784586923
1996,"SOUT",1614.70271,1375.27335164975
1997,"SOUT",793.608638,827.666434435174
1998,"SOUT",1307.676066,1091.53828949551
1999,"SOUT",922.35378,1031.53521009162
2000,"SOUT",1174.79987,1166.8162935013
2001,"SOUT",1250.711285,1132.88623172254
2002,"SOUT",957.6768,980.546156547032
2003,"SOUT",1193.223615,1165.95257354528
2004,"SOUT",1168.042045,1107.1061540083
2005,"SOUT",1026.836886,1270.22337932559
2006,"SOUT",860.349793,870.232476858888
2007,"SOUT",1232.0283,1368.75005150522
2008,"SOUT",1082.789506,1055.77360821702
2009,"SOUT",1021.2918,986.1998189101
2010,"SOUT",1190.772609,1147.53794764262
1970,"YARR",62.5874672985,1022.68467589095
1971,"YARR",42.299265772,984.103751508985
1972,"YARR",21.75746328,748.495187099092
1973,"YARR",65.6858178,1227.57585174683
1974,"YARR",110.55891931,1227.50248728576
1975,"YARR",24.209932578,775.771725293249
1976,"YARR",9.40366639,806.124667636119
1977,"YARR",12.671563588,760.548217897303
1978,"YARR",20.6930214985,898.73061363562
1979,"YARR",4.469543911,740.910314169712
1980,"YARR",14.8746591605,1019.25363587216
1981,"YARR",34.512494413,1040.02720301878
1982,"YARR",12.5127271085,976.81855602935
1983,"YARR",47.682111845,1123.86669251788
1984,"YARR",21.3403411245,969.85894507356
1985,"YARR",23.4099041235,897.153890203685
1986,"YARR",5.841173366,852.44832037203
1987,"YARR",7.9298946405,840.048496759846
1988,"YARR",46.2755365695,1145.61382561363
1989,"YARR",12.092871233,958.302272995468
1990,"YARR",19.6615784575,967.508692362579
1991,"YARR",35.802530078,1153.28394140396
1992,"YARR",43.36839763,1065.50733279251
1993,"YARR",11.88573621,906.090756842867
1994,"YARR",13.687637175,795.422675769543
1995,"YARR",20.0099989825,997.33731367765
1996,"YARR",33.8268104425,1192.65510783717
1997,"YARR",7.017615182,833.978644271032
1998,"YARR",16.582377904,995.482594702393
1999,"YARR",28.3700607275,1045.7351935436
2000,"YARR",29.971424357,1005.37615635246
2001,"YARR",0.2224922675,645.123870946933
2002,"YARR",11.718877245,1016.15782079287
2003,"YARR",16.573941329,1048.32765379362
2004,"YARR",11.9783706785,991.229167213663
2005,"YARR",13.4127034825,1090.08049217053
2006,"YARR",2.4553337395,668.280822557397
2007,"YARR",12.9141827125,1100.48670085147
2008,"YARR",7.3689452515,973.628548108041
2009,"YARR",20.1643673375,993.398330208845
2010,"YARR",0.0018611755,499.636193811864
1970,"DOMB",487.984523922414,1324.47778981482
1971,"DOMB",407.738013275862,1303.38114841469
1972,"DOMB",252.856808362069,973.177888766688
1973,"DOMB",492.473288965517,1446.87925656326
1974,"DOMB",364.817858189655,1229.51365026273
1975,"DOMB",340.860006724138,1184.62313158158
1976,"DOMB",252.082034422414,1201.71746280044
1977,"DOMB",252.979954775862,1093.76901496993
1978,"DOMB",495.806289146552,1262.37840666343
1979,"DOMB",204.383905086207,977.488044444472
1980,"DOMB",285.280164974138,1050.20090021566
1981,"DOMB",439.343374568965,1295.54067177372
1982,"DOMB",283.547028793103,1013.20455406848
1983,"DOMB",255.99277387931,1079.68109682202
1984,"DOMB",347.774117801724,1215.98251358792
1985,"DOMB",214.672521931034,988.430129749002
1986,"DOMB",163.891468801724,956.835535663864
1987,"DOMB",63.8878789223707,802.113745402079
1988,"DOMB",456.591311084224,1329.02819875255
1989,"DOMB",259.8952405,1128.74034913443
1990,"DOMB",292.837524146552,1184.03315504175
1991,"DOMB",371.337017534483,1210.65875959489
1992,"DOMB",318.87517422931,1165.18731161766
1993,"DOMB",230.903466163793,979.234929682454
1994,"DOMB",257.072267680862,962.671879812144
1995,"DOMB",281.637337885259,1030.29917521263
1996,"DOMB",461.264105560862,1330.53003398806
1997,"DOMB",269.597966672414,1064.56891129073
1998,"DOMB",187.881202623966,1069.18683152777
1999,"DOMB",435.754084413534,1226.1113381139
2000,"DOMB",331.752682543103,1149.48925637268
2001,"DOMB",158.64988462931,840.53363447357
2002,"DOMB",272.941690681034,1004.1581191849
2003,"DOMB",394.018638241379,1188.82514510863
2004,"DOMB",323.105833232759,1090.20276492392
2005,"DOMB",374.803700974138,1242.52786019142
2006,"DOMB",210.778911103448,953.431606880389
2007,"DOMB",270.677950284483,1226.683815917
2008,"DOMB",378.768856470647,1349.31560871092
2009,"DOMB",467.074735828966,1197.42498990893
2010,"DOMB",66.1960878499138,739.514661286492
